max.pop	max.age	min.rep	max.rep	fertility	survival.time
8	80	20	40	0.2	90
12	80	20	40	0.2	179
16	80	20	40	0.2	577
20	80	20	40	0.2	550
24	80	20	40	0.2	1179
28	80	20	40	0.2	1661
32	80	20	40	0.2	560
4	80	20	40	0.2	123
8	80	20	40	0.2	132
12	80	20	40	0.2	104
16	80	20	40	0.2	486
20	80	20	40	0.2	434
24	80	20	40	0.2	883
28	80	20	40	0.2	631
32	80	20	40	0.2	970
4	80	20	40	0.2	69
8	80	20	40	0.2	185
12	80	20	40	0.2	454
16	80	20	40	0.2	143
20	80	20	40	0.2	776
24	80	20	40	0.2	553
28	80	20	40	0.2	1482
32	80	20	40	0.2	4456
4	80	20	40	0.2	98
8	80	20	40	0.2	244
12	80	20	40	0.2	126
16	80	20	40	0.2	777
20	80	20	40	0.2	140
24	80	20	40	0.2	3070
28	80	20	40	0.2	390
32	80	20	40	0.2	827
4	80	20	40	0.2	92
8	80	20	40	0.2	65
12	80	20	40	0.2	456
16	80	20	40	0.2	468
20	80	20	40	0.2	975
24	80	20	40	0.2	483
28	80	20	40	0.2	317
32	80	20	40	0.2	6071
4	80	20	40	0.2	113
8	80	20	40	0.2	91
12	80	20	40	0.2	237
16	80	20	40	0.2	528
20	80	20	40	0.2	1137
24	80	20	40	0.2	482
28	80	20	40	0.2	6963
32	80	20	40	0.2	2077
4	80	20	40	0.2	50
8	80	20	40	0.2	72
12	80	20	40	0.2	88
16	80	20	40	0.2	450
20	80	20	40	0.2	150
24	80	20	40	0.2	1608
28	80	20	40	0.2	386
32	80	20	40	0.2	2325
4	80	20	40	0.2	63
8	80	20	40	0.2	173
12	80	20	40	0.2	98
16	80	20	40	0.2	334
20	80	20	40	0.2	1196
24	80	20	40	0.2	1008
28	80	20	40	0.2	2033
32	80	20	40	0.2	483
4	80	20	40	0.2	148
8	80	20	40	0.2	232
12	80	20	40	0.2	214
16	80	20	40	0.2	177
20	80	20	40	0.2	148
24	80	20	40	0.2	1052
28	80	20	40	0.2	403
32	80	20	40	0.2	731
4	80	20	40	0.2	70
8	80	20	40	0.2	123
12	80	20	40	0.2	125
16	80	20	40	0.2	191
20	80	20	40	0.2	1440
24	80	20	40	0.2	286
28	80	20	40	0.2	1348
32	80	20	40	0.2	746
4	80	20	40	0.2	93
8	80	20	40	0.2	375
12	80	20	40	0.2	392
16	80	20	40	0.2	127
20	80	20	40	0.2	658
24	80	20	40	0.2	420
28	80	20	40	0.2	1331
32	80	20	40	0.2	1200
4	80	20	40	0.2	75
8	80	20	40	0.2	141
12	80	20	40	0.2	357
16	80	20	40	0.2	659
20	80	20	40	0.2	2620
24	80	20	40	0.2	1525
28	80	20	40	0.2	3756
32	80	20	40	0.2	517
4	80	20	40	0.2	78
8	80	20	40	0.2	101
12	80	20	40	0.2	137
16	80	20	40	0.2	403
20	80	20	40	0.2	337
24	80	20	40	0.2	1086
28	80	20	40	0.2	1392
32	80	20	40	0.2	6916
4	80	20	40	0.2	98
8	80	20	40	0.2	91
12	80	20	40	0.2	319
16	80	20	40	0.2	901
20	80	20	40	0.2	235
24	80	20	40	0.2	869
28	80	20	40	0.2	990
32	80	20	40	0.2	838
4	80	20	40	0.2	39
8	80	20	40	0.2	117
12	80	20	40	0.2	220
16	80	20	40	0.2	414
20	80	20	40	0.2	907
24	80	20	40	0.2	2687
28	80	20	40	0.2	2446
32	80	20	40	0.2	2942
4	80	20	40	0.2	61
8	80	20	40	0.2	179
12	80	20	40	0.2	73
16	80	20	40	0.2	190
20	80	20	40	0.2	939
24	80	20	40	0.2	503
28	80	20	40	0.2	541
32	80	20	40	0.2	6424
4	80	20	40	0.2	40
8	80	20	40	0.2	97
12	80	20	40	0.2	85
16	80	20	40	0.2	107
20	80	20	40	0.2	1109
24	80	20	40	0.2	537
28	80	20	40	0.2	767
32	80	20	40	0.2	2922
4	80	20	40	0.2	42
8	80	20	40	0.2	251
12	80	20	40	0.2	98
16	80	20	40	0.2	375
20	80	20	40	0.2	1802
24	80	20	40	0.2	1061
28	80	20	40	0.2	1700
32	80	20	40	0.2	2488
4	80	20	40	0.2	66
8	80	20	40	0.2	49
12	80	20	40	0.2	816
16	80	20	40	0.2	272
20	80	20	40	0.2	617
24	80	20	40	0.2	1189
28	80	20	40	0.2	2680
32	80	20	40	0.2	1399
4	80	20	40	0.2	69
8	80	20	40	0.2	204
12	80	20	40	0.2	329
16	80	20	40	0.2	214
20	80	20	40	0.2	110
24	80	20	40	0.2	1317
28	80	20	40	0.2	425
32	80	20	40	0.2	2527
4	80	20	40	0.2	168
8	80	20	40	0.2	89
12	80	20	40	0.2	58
16	80	20	40	0.2	215
20	80	20	40	0.2	705
24	80	20	40	0.2	542
28	80	20	40	0.2	113
32	80	20	40	0.2	1135
4	80	20	40	0.2	100
8	80	20	40	0.2	90
12	80	20	40	0.2	104
16	80	20	40	0.2	278
20	80	20	40	0.2	342
24	80	20	40	0.2	443
28	80	20	40	0.2	392
32	80	20	40	0.2	3010
4	80	20	40	0.2	36
8	80	20	40	0.2	139
12	80	20	40	0.2	99
16	80	20	40	0.2	444
20	80	20	40	0.2	496
24	80	20	40	0.2	967
28	80	20	40	0.2	498
32	80	20	40	0.2	247
4	80	20	40	0.2	94
8	80	20	40	0.2	92
12	80	20	40	0.2	119
16	80	20	40	0.2	169
20	80	20	40	0.2	720
24	80	20	40	0.2	551
28	80	20	40	0.2	6119
32	80	20	40	0.2	2056
4	80	20	40	0.2	79
8	80	20	40	0.2	334
12	80	20	40	0.2	91
16	80	20	40	0.2	643
20	80	20	40	0.2	312
24	80	20	40	0.2	2136
28	80	20	40	0.2	931
32	80	20	40	0.2	591
4	80	20	40	0.2	36
8	80	20	40	0.2	659
12	80	20	40	0.2	158
16	80	20	40	0.2	147
20	80	20	40	0.2	563
24	80	20	40	0.2	1133
28	80	20	40	0.2	591
32	80	20	40	0.2	1482
4	80	20	40	0.2	46
8	80	20	40	0.2	146
12	80	20	40	0.2	176
16	80	20	40	0.2	462
20	80	20	40	0.2	1107
24	80	20	40	0.2	834
28	80	20	40	0.2	590
32	80	20	40	0.2	2314
4	80	20	40	0.2	99
8	80	20	40	0.2	75
12	80	20	40	0.2	101
16	80	20	40	0.2	139
20	80	20	40	0.2	618
24	80	20	40	0.2	145
28	80	20	40	0.2	316
32	80	20	40	0.2	6154
4	80	20	40	0.2	63
8	80	20	40	0.2	144
12	80	20	40	0.2	303
16	80	20	40	0.2	442
20	80	20	40	0.2	267
24	80	20	40	0.2	1355
28	80	20	40	0.2	666
32	80	20	40	0.2	1064
4	80	20	40	0.2	78
8	80	20	40	0.2	97
12	80	20	40	0.2	107
16	80	20	40	0.2	178
20	80	20	40	0.2	291
24	80	20	40	0.2	1035
28	80	20	40	0.2	5998
32	80	20	40	0.2	1709
4	80	20	40	0.2	52
8	80	20	40	0.2	79
12	80	20	40	0.2	365
16	80	20	40	0.2	1413
20	80	20	40	0.2	1618
24	80	20	40	0.2	1958
28	80	20	40	0.2	6463
32	80	20	40	0.2	4423
4	80	20	40	0.2	68
8	80	20	40	0.2	52
12	80	20	40	0.2	382
16	80	20	40	0.2	213
20	80	20	40	0.2	1369
24	80	20	40	0.2	1265
28	80	20	40	0.2	326
32	80	20	40	0.2	3021
4	80	20	40	0.2	49
8	80	20	40	0.2	142
12	80	20	40	0.2	188
16	80	20	40	0.2	941
20	80	20	40	0.2	882
24	80	20	40	0.2	454
28	80	20	40	0.2	323
32	80	20	40	0.2	733
4	80	20	40	0.2	98
8	80	20	40	0.2	62
12	80	20	40	0.2	111
16	80	20	40	0.2	313
20	80	20	40	0.2	987
24	80	20	40	0.2	409
28	80	20	40	0.2	175
32	80	20	40	0.2	2361
4	80	20	40	0.2	69
8	80	20	40	0.2	184
12	80	20	40	0.2	206
16	80	20	40	0.2	575
20	80	20	40	0.2	150
24	80	20	40	0.2	1733
28	80	20	40	0.2	1644
32	80	20	40	0.2	623
4	80	20	40	0.2	176
8	80	20	40	0.2	94
12	80	20	40	0.2	216
16	80	20	40	0.2	771
20	80	20	40	0.2	1069
24	80	20	40	0.2	973
28	80	20	40	0.2	502
32	80	20	40	0.2	721
4	80	20	40	0.2	50
8	80	20	40	0.2	199
12	80	20	40	0.2	89
16	80	20	40	0.2	124
20	80	20	40	0.2	1073
24	80	20	40	0.2	2015
28	80	20	40	0.2	733
32	80	20	40	0.2	952
4	80	20	40	0.2	99
8	80	20	40	0.2	71
12	80	20	40	0.2	206
16	80	20	40	0.2	362
20	80	20	40	0.2	525
24	80	20	40	0.2	200
28	80	20	40	0.2	447
32	80	20	40	0.2	7092
4	80	20	40	0.2	66
8	80	20	40	0.2	107
12	80	20	40	0.2	496
16	80	20	40	0.2	141
20	80	20	40	0.2	633
24	80	20	40	0.2	997
28	80	20	40	0.2	521
32	80	20	40	0.2	5532
4	80	20	40	0.2	73
8	80	20	40	0.2	65
12	80	20	40	0.2	259
16	80	20	40	0.2	632
20	80	20	40	0.2	1708
24	80	20	40	0.2	248
28	80	20	40	0.2	309
32	80	20	40	0.2	3521
4	80	20	40	0.2	109
8	80	20	40	0.2	172
12	80	20	40	0.2	90
16	80	20	40	0.2	504
20	80	20	40	0.2	1204
24	80	20	40	0.2	1232
28	80	20	40	0.2	198
32	80	20	40	0.2	767
4	80	20	40	0.2	94
8	80	20	40	0.2	289
12	80	20	40	0.2	242
16	80	20	40	0.2	101
20	80	20	40	0.2	1088
24	80	20	40	0.2	531
28	80	20	40	0.2	5687
32	80	20	40	0.2	9798
4	80	20	40	0.2	95
8	80	20	40	0.2	157
12	80	20	40	0.2	77
16	80	20	40	0.2	1021
20	80	20	40	0.2	761
24	80	20	40	0.2	709
28	80	20	40	0.2	1205
32	80	20	40	0.2	6798
4	80	20	40	0.2	66
8	80	20	40	0.2	77
12	80	20	40	0.2	200
16	80	20	40	0.2	98
20	80	20	40	0.2	1684
24	80	20	40	0.2	1221
28	80	20	40	0.2	2997
32	80	20	40	0.2	3719
4	80	20	40	0.2	42
8	80	20	40	0.2	192
12	80	20	40	0.2	49
16	80	20	40	0.2	232
20	80	20	40	0.2	491
24	80	20	40	0.2	101
28	80	20	40	0.2	9900
32	80	20	40	0.2	1891
4	80	20	40	0.2	75
8	80	20	40	0.2	90
12	80	20	40	0.2	127
16	80	20	40	0.2	683
20	80	20	40	0.2	440
24	80	20	40	0.2	1143
28	80	20	40	0.2	591
32	80	20	40	0.2	5938
4	80	20	40	0.2	68
8	80	20	40	0.2	146
12	80	20	40	0.2	269
16	80	20	40	0.2	410
20	80	20	40	0.2	553
24	80	20	40	0.2	1782
28	80	20	40	0.2	1383
32	80	20	40	0.2	2514
4	80	20	40	0.2	111
8	80	20	40	0.2	100
12	80	20	40	0.2	122
16	80	20	40	0.2	629
20	80	20	40	0.2	1588
24	80	20	40	0.2	472
28	80	20	40	0.2	1034
32	80	20	40	0.2	1499
4	80	20	40	0.2	155
8	80	20	40	0.2	68
12	80	20	40	0.2	343
16	80	20	40	0.2	242
20	80	20	40	0.2	479
24	80	20	40	0.2	1003
28	80	20	40	0.2	761
32	80	20	40	0.2	6053
4	80	20	40	0.2	62
8	80	20	40	0.2	128
12	80	20	40	0.2	103
16	80	20	40	0.2	224
20	80	20	40	0.2	2317
24	80	20	40	0.2	2793
28	80	20	40	0.2	1176
32	80	20	40	0.2	502
4	80	20	40	0.2	76
8	80	20	40	0.2	158
12	80	20	40	0.2	142
16	80	20	40	0.2	589
20	80	20	40	0.2	2338
24	80	20	40	0.2	319
28	80	20	40	0.2	1554
32	80	20	40	0.2	529
4	80	20	40	0.2	99
8	80	20	40	0.2	41
12	80	20	40	0.2	647
16	80	20	40	0.2	1548
20	80	20	40	0.2	1022
24	80	20	40	0.2	4017
28	80	20	40	0.2	191
32	80	20	40	0.2	1533
4	80	20	40	0.2	67
8	80	20	40	0.2	71
12	80	20	40	0.2	218
16	80	20	40	0.2	476
20	80	20	40	0.2	385
24	80	20	40	0.2	2686
28	80	20	40	0.2	3467
32	80	20	40	0.2	2610
4	80	20	40	0.2	73
8	80	20	40	0.2	51
12	80	20	40	0.2	651
16	80	20	40	0.2	816
20	80	20	40	0.2	1747
24	80	20	40	0.2	1457
28	80	20	40	0.2	138
32	80	20	40	0.2	381
4	80	20	40	0.2	49
8	80	20	40	0.2	152
12	80	20	40	0.2	260
16	80	20	40	0.2	127
20	80	20	40	0.2	323
24	80	20	40	0.2	321
28	80	20	40	0.2	863
32	80	20	40	0.2	1753
4	80	20	40	0.2	29
8	80	20	40	0.2	185
12	80	20	40	0.2	247
16	80	20	40	0.2	482
20	80	20	40	0.2	587
24	80	20	40	0.2	1724
28	80	20	40	0.2	181
32	80	20	40	0.2	1539
4	80	20	40	0.2	93
8	80	20	40	0.2	87
12	80	20	40	0.2	459
16	80	20	40	0.2	631
20	80	20	40	0.2	293
24	80	20	40	0.2	152
28	80	20	40	0.2	1854
32	80	20	40	0.2	676
4	80	20	40	0.2	50
8	80	20	40	0.2	136
12	80	20	40	0.2	315
16	80	20	40	0.2	442
20	80	20	40	0.2	783
24	80	20	40	0.2	745
28	80	20	40	0.2	434
32	80	20	40	0.2	210
4	80	20	40	0.2	60
8	80	20	40	0.2	73
12	80	20	40	0.2	351
16	80	20	40	0.2	323
20	80	20	40	0.2	231
24	80	20	40	0.2	1398
28	80	20	40	0.2	4830
32	80	20	40	0.2	7040
4	80	20	40	0.2	48
8	80	20	40	0.2	103
12	80	20	40	0.2	540
16	80	20	40	0.2	389
20	80	20	40	0.2	1725
24	80	20	40	0.2	1827
28	80	20	40	0.2	411
32	80	20	40	0.2	3309
4	80	20	40	0.2	99
8	80	20	40	0.2	113
12	80	20	40	0.2	104
16	80	20	40	0.2	1072
20	80	20	40	0.2	510
24	80	20	40	0.2	228
28	80	20	40	0.2	2056
32	80	20	40	0.2	2392
4	80	20	40	0.2	55
8	80	20	40	0.2	320
12	80	20	40	0.2	202
16	80	20	40	0.2	549
20	80	20	40	0.2	215
24	80	20	40	0.2	768
28	80	20	40	0.2	1972
32	80	20	40	0.2	1544
4	80	20	40	0.2	101
8	80	20	40	0.2	90
12	80	20	40	0.2	433
16	80	20	40	0.2	1065
20	80	20	40	0.2	229
24	80	20	40	0.2	1039
28	80	20	40	0.2	1383
32	80	20	40	0.2	665
4	80	20	40	0.2	50
8	80	20	40	0.2	104
12	80	20	40	0.2	672
16	80	20	40	0.2	689
20	80	20	40	0.2	3995
24	80	20	40	0.2	2250
28	80	20	40	0.2	821
32	80	20	40	0.2	1629
4	80	20	40	0.2	79
8	80	20	40	0.2	95
12	80	20	40	0.2	690
16	80	20	40	0.2	462
20	80	20	40	0.2	823
24	80	20	40	0.2	263
28	80	20	40	0.2	1913
32	80	20	40	0.2	342
4	80	20	40	0.2	216
8	80	20	40	0.2	183
12	80	20	40	0.2	140
16	80	20	40	0.2	1243
20	80	20	40	0.2	293
24	80	20	40	0.2	128
28	80	20	40	0.2	2870
32	80	20	40	0.2	8262
4	80	20	40	0.2	74
8	80	20	40	0.2	65
12	80	20	40	0.2	103
16	80	20	40	0.2	454
20	80	20	40	0.2	426
24	80	20	40	0.2	148
28	80	20	40	0.2	1387
32	80	20	40	0.2	1506
4	80	20	40	0.2	94
8	80	20	40	0.2	298
12	80	20	40	0.2	137
16	80	20	40	0.2	413
20	80	20	40	0.2	455
24	80	20	40	0.2	574
28	80	20	40	0.2	919
32	80	20	40	0.2	6100
4	80	20	40	0.2	42
8	80	20	40	0.2	111
12	80	20	40	0.2	158
16	80	20	40	0.2	111
20	80	20	40	0.2	172
24	80	20	40	0.2	507
28	80	20	40	0.2	2535
32	80	20	40	0.2	10433
4	80	20	40	0.2	68
8	80	20	40	0.2	509
12	80	20	40	0.2	213
16	80	20	40	0.2	395
20	80	20	40	0.2	1996
24	80	20	40	0.2	389
28	80	20	40	0.2	286
32	80	20	40	0.2	4540
4	80	20	40	0.2	145
8	80	20	40	0.2	87
12	80	20	40	0.2	132
16	80	20	40	0.2	487
20	80	20	40	0.2	748
24	80	20	40	0.2	898
28	80	20	40	0.2	410
32	80	20	40	0.2	1001
4	80	20	40	0.2	98
8	80	20	40	0.2	106
12	80	20	40	0.2	109
16	80	20	40	0.2	606
20	80	20	40	0.2	170
24	80	20	40	0.2	401
28	80	20	40	0.2	477
32	80	20	40	0.2	978
4	80	20	40	0.2	25
8	80	20	40	0.2	231
12	80	20	40	0.2	118
16	80	20	40	0.2	157
20	80	20	40	0.2	1401
24	80	20	40	0.2	2015
28	80	20	40	0.2	669
32	80	20	40	0.2	4606
4	80	20	40	0.2	51
8	80	20	40	0.2	94
12	80	20	40	0.2	54
16	80	20	40	0.2	183
20	80	20	40	0.2	186
24	80	20	40	0.2	1500
28	80	20	40	0.2	468
32	80	20	40	0.2	605
4	80	20	40	0.2	69
8	80	20	40	0.2	64
12	80	20	40	0.2	122
16	80	20	40	0.2	988
20	80	20	40	0.2	897
24	80	20	40	0.2	671
28	80	20	40	0.2	73
32	80	20	40	0.2	6903
4	80	20	40	0.2	73
8	80	20	40	0.2	264
12	80	20	40	0.2	940
16	80	20	40	0.2	708
20	80	20	40	0.2	674
24	80	20	40	0.2	400
28	80	20	40	0.2	714
32	80	20	40	0.2	5808
4	80	20	40	0.2	117
8	80	20	40	0.2	238
12	80	20	40	0.2	72
16	80	20	40	0.2	270
20	80	20	40	0.2	363
24	80	20	40	0.2	796
28	80	20	40	0.2	870
32	80	20	40	0.2	1068
4	80	20	40	0.2	66
8	80	20	40	0.2	198
12	80	20	40	0.2	254
16	80	20	40	0.2	880
20	80	20	40	0.2	1180
24	80	20	40	0.2	309
28	80	20	40	0.2	2508
32	80	20	40	0.2	3602
4	80	20	40	0.2	79
8	80	20	40	0.2	46
12	80	20	40	0.2	226
16	80	20	40	0.2	429
20	80	20	40	0.2	1197
24	80	20	40	0.2	4433
28	80	20	40	0.2	3330
32	80	20	40	0.2	14256
4	80	20	40	0.2	129
8	80	20	40	0.2	85
12	80	20	40	0.2	184
16	80	20	40	0.2	203
20	80	20	40	0.2	227
24	80	20	40	0.2	2322
28	80	20	40	0.2	316
32	80	20	40	0.2	998
4	80	20	40	0.2	66
8	80	20	40	0.2	218
12	80	20	40	0.2	225
16	80	20	40	0.2	558
20	80	20	40	0.2	4631
24	80	20	40	0.2	3377
28	80	20	40	0.2	2637
32	80	20	40	0.2	2154
4	80	20	40	0.2	69
8	80	20	40	0.2	141
12	80	20	40	0.2	76
16	80	20	40	0.2	103
20	80	20	40	0.2	499
24	80	20	40	0.2	191
28	80	20	40	0.2	3073
32	80	20	40	0.2	7868
4	80	20	40	0.2	41
8	80	20	40	0.2	76
12	80	20	40	0.2	191
16	80	20	40	0.2	544
20	80	20	40	0.2	693
24	80	20	40	0.2	2010
28	80	20	40	0.2	6873
32	80	20	40	0.2	4979
4	80	20	40	0.2	68
8	80	20	40	0.2	143
12	80	20	40	0.2	644
16	80	20	40	0.2	1010
20	80	20	40	0.2	213
24	80	20	40	0.2	583
28	80	20	40	0.2	579
32	80	20	40	0.2	1277
4	80	20	40	0.2	73
8	80	20	40	0.2	276
12	80	20	40	0.2	202
16	80	20	40	0.2	499
20	80	20	40	0.2	480
24	80	20	40	0.2	505
28	80	20	40	0.2	1685
32	80	20	40	0.2	2088
4	80	20	40	0.2	62
8	80	20	40	0.2	277
12	80	20	40	0.2	302
16	80	20	40	0.2	473
20	80	20	40	0.2	219
24	80	20	40	0.2	616
28	80	20	40	0.2	356
32	80	20	40	0.2	4537
4	80	20	40	0.2	170
8	80	20	40	0.2	140
12	80	20	40	0.2	221
16	80	20	40	0.2	157
20	80	20	40	0.2	193
24	80	20	40	0.2	1005
28	80	20	40	0.2	580
32	80	20	40	0.2	1570
4	80	20	40	0.2	74
8	80	20	40	0.2	145
12	80	20	40	0.2	847
16	80	20	40	0.2	1049
20	80	20	40	0.2	231
24	80	20	40	0.2	1088
28	80	20	40	0.2	1382
32	80	20	40	0.2	7745
4	80	20	40	0.2	98
8	80	20	40	0.2	122
12	80	20	40	0.2	240
16	80	20	40	0.2	299
20	80	20	40	0.2	907
24	80	20	40	0.2	884
28	80	20	40	0.2	2751
32	80	20	40	0.2	1231
4	80	20	40	0.2	65
8	80	20	40	0.2	49
12	80	20	40	0.2	106
16	80	20	40	0.2	256
20	80	20	40	0.2	385
24	80	20	40	0.2	5741
28	80	20	40	0.2	5734
32	80	20	40	0.2	5267
4	80	20	40	0.2	71
8	80	20	40	0.2	79
12	80	20	40	0.2	83
16	80	20	40	0.2	403
20	80	20	40	0.2	2128
24	80	20	40	0.2	765
28	80	20	40	0.2	2207
32	80	20	40	0.2	1498
4	80	20	40	0.2	78
8	80	20	40	0.2	89
12	80	20	40	0.2	108
16	80	20	40	0.2	115
20	80	20	40	0.2	214
24	80	20	40	0.2	223
28	80	20	40	0.2	2712
32	80	20	40	0.2	2166
4	80	20	40	0.2	59
8	80	20	40	0.2	124
12	80	20	40	0.2	87
16	80	20	40	0.2	183
20	80	20	40	0.2	749
24	80	20	40	0.2	462
28	80	20	40	0.2	3553
32	80	20	40	0.2	1198
4	80	20	40	0.2	57
8	80	20	40	0.2	88
12	80	20	40	0.2	87
16	80	20	40	0.2	985
20	80	20	40	0.2	228
24	80	20	40	0.2	1641
28	80	20	40	0.2	4833
32	80	20	40	0.2	3079
4	80	20	40	0.2	66
8	80	20	40	0.2	88
12	80	20	40	0.2	191
16	80	20	40	0.2	390
20	80	20	40	0.2	969
24	80	20	40	0.2	932
28	80	20	40	0.2	670
32	80	20	40	0.2	9304
4	80	20	40	0.2	33
8	80	20	40	0.2	436
12	80	20	40	0.2	691
16	80	20	40	0.2	167
20	80	20	40	0.2	1062
24	80	20	40	0.2	2661
28	80	20	40	0.2	337
32	80	20	40	0.2	977
4	80	20	40	0.2	91
8	80	20	40	0.2	45
12	80	20	40	0.2	551
16	80	20	40	0.2	187
20	80	20	40	0.2	775
24	80	20	40	0.2	390
28	80	20	40	0.2	436
32	80	20	40	0.2	738
4	80	20	40	0.2	101
8	80	20	40	0.2	94
12	80	20	40	0.2	124
16	80	20	40	0.2	1326
20	80	20	40	0.2	1191
24	80	20	40	0.2	298
28	80	20	40	0.2	216
32	80	20	40	0.2	1052
4	80	20	40	0.2	73
8	80	20	40	0.2	95
12	80	20	40	0.2	110
16	80	20	40	0.2	1016
20	80	20	40	0.2	1611
24	80	20	40	0.2	332
28	80	20	40	0.2	861
32	80	20	40	0.2	5063
4	80	20	40	0.2	136
8	80	20	40	0.2	351
12	80	20	40	0.2	85
16	80	20	40	0.2	396
20	80	20	40	0.2	752
24	80	20	40	0.2	114
28	80	20	40	0.2	1558
32	80	20	40	0.2	575
4	80	20	40	0.2	73
8	80	20	40	0.2	215
12	80	20	40	0.2	505
16	80	20	40	0.2	348
20	80	20	40	0.2	1396
24	80	20	40	0.2	2536
28	80	20	40	0.2	1930
32	80	20	40	0.2	2172
4	80	20	40	0.2	44
8	80	20	40	0.2	92
12	80	20	40	0.2	310
16	80	20	40	0.2	395
20	80	20	40	0.2	2167
24	80	20	40	0.2	978
28	80	20	40	0.2	297
32	80	20	40	0.2	1993
4	80	20	40	0.2	75
8	80	20	40	0.2	233
12	80	20	40	0.2	82
16	80	20	40	0.2	521
20	80	20	40	0.2	333
24	80	20	40	0.2	1333
28	80	20	40	0.2	4406
32	80	20	40	0.2	1760
4	80	20	40	0.2	67
8	80	20	40	0.2	220
12	80	20	40	0.2	372
16	80	20	40	0.2	336
20	80	20	40	0.2	392
24	80	20	40	0.2	1881
28	80	20	40	0.2	2762
32	80	20	40	0.2	8645
4	80	20	40	0.2	67
8	80	20	40	0.2	332
12	80	20	40	0.2	219
16	80	20	40	0.2	119
20	80	20	40	0.2	1052
24	80	20	40	0.2	777
28	80	20	40	0.2	5800
32	80	20	40	0.2	324
4	80	20	40	0.2	17
8	80	20	40	0.2	143
12	80	20	40	0.2	536
16	80	20	40	0.2	212
20	80	20	40	0.2	150
24	80	20	40	0.2	160
28	80	20	40	0.2	175
32	80	20	40	0.2	3995
4	80	20	40	0.2	72
8	80	20	40	0.2	172
12	80	20	40	0.2	60
16	80	20	40	0.2	173
20	80	20	40	0.2	722
24	80	20	40	0.2	2659
28	80	20	40	0.2	4785
32	80	20	40	0.2	5731
4	80	20	40	0.2	44
8	80	20	40	0.2	122
12	80	20	40	0.2	294
16	80	20	40	0.2	372
20	80	20	40	0.2	793
24	80	20	40	0.2	231
28	80	20	40	0.2	1646
32	80	20	40	0.2	927
4	80	20	40	0.2	30
8	80	20	40	0.2	68
12	80	20	40	0.2	180
16	80	20	40	0.2	2115
20	80	20	40	0.2	366
24	80	20	40	0.2	1260
28	80	20	40	0.2	1808
32	80	20	40	0.2	1248
4	80	20	40	0.2	47
8	80	20	40	0.2	238
12	80	20	40	0.2	257
16	80	20	40	0.2	222
20	80	20	40	0.2	1501
24	80	20	40	0.2	850
28	80	20	40	0.2	752
32	80	20	40	0.2	11545
4	80	20	40	0.2	74
8	80	20	40	0.2	304
12	80	20	40	0.2	563
16	80	20	40	0.2	81
20	80	20	40	0.2	1073
24	80	20	40	0.2	411
28	80	20	40	0.2	546
32	80	20	40	0.2	860
4	80	20	40	0.2	76
8	80	20	40	0.2	144
12	80	20	40	0.2	193
16	80	20	40	0.2	192
20	80	20	40	0.2	194
24	80	20	40	0.2	508
28	80	20	40	0.2	2480
32	80	20	40	0.2	5866
4	80	20	40	0.2	91
8	80	20	40	0.2	108
12	80	20	40	0.2	284
16	80	20	40	0.2	114
20	80	20	40	0.2	377
24	80	20	40	0.2	270
28	80	20	40	0.2	1095
32	80	20	40	0.2	2128
4	80	20	40	0.2	60
8	80	20	40	0.2	250
12	80	20	40	0.2	112
16	80	20	40	0.2	490
20	80	20	40	0.2	495
24	80	20	40	0.2	700
28	80	20	40	0.2	390
32	80	20	40	0.2	507
4	80	20	40	0.2	77
8	80	20	40	0.2	226
12	80	20	40	0.2	490
16	80	20	40	0.2	98
20	80	20	40	0.2	110
24	80	20	40	0.2	1085
28	80	20	40	0.2	1319
32	80	20	40	0.2	7354
4	80	20	40	0.2	30
8	80	20	40	0.2	102
12	80	20	40	0.2	345
16	80	20	40	0.2	427
20	80	20	40	0.2	1409
24	80	20	40	0.2	818
28	80	20	40	0.2	1471
32	80	20	40	0.2	3273
4	80	20	40	0.2	114
8	80	20	40	0.2	275
12	80	20	40	0.2	71
16	80	20	40	0.2	95
20	80	20	40	0.2	702
24	80	20	40	0.2	96
28	80	20	40	0.2	429
32	80	20	40	0.2	2085
4	80	20	40	0.2	56
8	80	20	40	0.2	124
12	80	20	40	0.2	226
16	80	20	40	0.2	592
20	80	20	40	0.2	110
24	80	20	40	0.2	806
28	80	20	40	0.2	5777
32	80	20	40	0.2	6509
4	80	20	40	0.2	51
8	80	20	40	0.2	106
12	80	20	40	0.2	645
16	80	20	40	0.2	291
20	80	20	40	0.2	1268
24	80	20	40	0.2	4879
28	80	20	40	0.2	4192
32	80	20	40	0.2	955
4	80	20	40	0.2	55
8	80	20	40	0.2	59
12	80	20	40	0.2	124
16	80	20	40	0.2	188
20	80	20	40	0.2	519
24	80	20	40	0.2	196
28	80	20	40	0.2	2756
32	80	20	40	0.2	11795
4	80	20	40	0.2	69
8	80	20	40	0.2	93
12	80	20	40	0.2	204
16	80	20	40	0.2	101
20	80	20	40	0.2	172
24	80	20	40	0.2	511
28	80	20	40	0.2	2221
32	80	20	40	0.2	1285
4	80	20	40	0.2	107
8	80	20	40	0.2	84
12	80	20	40	0.2	920
16	80	20	40	0.2	898
20	80	20	40	0.2	1065
24	80	20	40	0.2	465
28	80	20	40	0.2	421
32	80	20	40	0.2	879
4	80	20	40	0.2	51
8	80	20	40	0.2	76
12	80	20	40	0.2	59
16	80	20	40	0.2	646
20	80	20	40	0.2	444
